dis	rel	gene
C1848924	disease_gene	TTN
C0263498	disease_gene	TFAP2A
C0235659	disease_gene	MKRN3
C1856023	disease_gene	COL7A1
C0399526	disease_gene	BSCL2
C0009404	disease_gene	CDH7
C0002878	disease_gene	EPB41
C0027643	disease_gene	CLDN4
C1854301	disease_gene	COL6A1
C0011570	disease_gene	AGT
C0155127	disease_gene	TGFBI
C0234162	disease_gene	ANO10
C1837514	disease_gene	ZFYVE26
C0231712	disease_gene	MYH7
C0025990	disease_gene	RPS19
C0456909	disease_gene	PQBP1
C0017639	disease_gene	NDUFA9
C0036857	disease_gene	ACSL4
C0233565	disease_gene	TBX18
C0010314	disease_gene	TERT
C0007621	disease_gene	CCND1
C0162154	disease_gene	COL1A1
C1840077	disease_gene	SETBP1
C0022596	disease_gene	ALOX12B
C0038002	disease_gene	CHD7
C4277682	disease_gene	GSTM2
C1853154	disease_gene	CFL2
C3163801	disease_gene	UFD1L
C0003873	disease_gene	TAGAP
C1458155	disease_gene	HPSE
C0019209	disease_gene	PCCA
C0036341	disease_gene	GSTT2
C1844527	disease_gene	NPAP1
C0017639	disease_gene	PSEN1
C0271623	disease_gene	GNRH1
C0003886	disease_gene	PDX1
C2673410	disease_gene	PRKAR1A
C0233315	disease_gene	COL1A1
C0042454	disease_gene	TP63
C1849950	disease_gene	BCOR
C0028077	disease_gene	PEX6
C0009398	disease_gene	IMPG1
C1864897	disease_gene	NPHP1
C1864985	disease_gene	NAGLU
C0007873	disease_gene	CTNNB1
C0426414	disease_gene	OFD1
C0949059	disease_gene	SDHB
C1855996	disease_gene	BSCL2
C0302501	disease_gene	PTCH2
C1845847	disease_gene	ARID1A
C0015967	disease_gene	LPIN1
C4021551	disease_gene	NSMF
C0747556	disease_gene	NFKB2
C0086543	disease_gene	COL4A3
C2985290	disease_gene	NOS1
C4082168	disease_gene	SALL1
C0241210	disease_gene	PTEN
C1856732	disease_gene	GDF5
C0029453	disease_gene	SLC34A1
C0003467	disease_gene	PARK7
C4025424	disease_gene	MMP9
C0151747	disease_gene	SLC2A2
C0041696	disease_gene	MCTP2
C0014544	disease_gene	OPRM1
C0009375	disease_gene	PARP4
C0016506	disease_gene	SLC18A2
C0085859	disease_gene	AIRE
C1858430	disease_gene	PEX13
C3714756	disease_gene	CNNM2
C0576093	disease_gene	PEPD
C2673410	disease_gene	RPS28
C0392386	disease_gene	ITK
C0423109	disease_gene	NBN
C0025202	disease_gene	CDK2
C0018965	disease_gene	F7
C4280321	disease_gene	SOST
C4024748	disease_gene	PAX6
C4082169	disease_gene	TNNT3
C0032285	disease_gene	CR2
C0745103	disease_gene	APOA2
C0027404	disease_gene	TRA
C0026106	disease_gene	GATA4
C0025990	disease_gene	MYH3
C0302501	disease_gene	AGPAT2
C1834329	disease_gene	NRL
C0033578	disease_gene	NAT2
C1832661	disease_gene	RARB
C0266464	disease_gene	POMGNT1
C1843921	disease_gene	PLA2G6
C0266423	disease_gene	USH2A
C0005586	disease_gene	GABRA1
C0038990	disease_gene	COL6A1
C0038356	disease_gene	KIT
C0022360	disease_gene	TWSG1
C0744641	disease_gene	TRNC
C0578038	disease_gene	ZMPSTE24
C0221354	disease_gene	MAP2K1
C0038356	disease_gene	HSPD1
C4020846	disease_gene	RAB27A
C0302501	disease_gene	SLC9A6
C0746674	disease_gene	TARDBP
C0442874	disease_gene	ATP5E
C0231246	disease_gene	CD79B
C0042798	disease_gene	CNGB3
C0452138	disease_gene	ATP6V0A4
C0541764	disease_gene	GH1
C0036341	disease_gene	CACNG8
C0018991	disease_gene	NOTCH3
C2675556	disease_gene	RANBP2
C1839764	disease_gene	TBL2
C0151686	disease_gene	ACACA
C2752013	disease_gene	TPM2
C0035411	disease_gene	POMC
C1858085	disease_gene	WNT5A
C0021368	disease_gene	PPARG
C1858496	disease_gene	PER2
C0029456	disease_gene	WISP3
C0015625	disease_gene	FANCD2
C1720508	disease_gene	RHO
C1859424	disease_gene	LIG4
C0855740	disease_gene	KRAS
C0553982	disease_gene	TGFB3
C1860844	disease_gene	ABCA12
C0010038	disease_gene	STS
C0014544	disease_gene	NSD2
C0036341	disease_gene	MAOA
C1849211	disease_gene	SMC1A
C0020615	disease_gene	CA5A
C1835854	disease_gene	S1PR2
C0022821	disease_gene	PRKAR1A
C0151744	disease_gene	TLE4
C0236969	disease_gene	ZNF366
C3552463	disease_gene	SLC5A5
C4020899	disease_gene	CHKB
C1305420	disease_gene	COL6A2
C0009319	disease_gene	TST
C0020458	disease_gene	TERC
C2227134	disease_gene	GFPT1
C0001973	disease_gene	GABRB3
C1866134	disease_gene	POR
C0221356	disease_gene	NANS
C0025990	disease_gene	RAI1
C1837260	disease_gene	PDGFRB
C0566620	disease_gene	MED12
C0423903	disease_gene	TACO1
C0406612	disease_gene	FGFR1
C3495559	disease_gene	TNIK
C0151786	disease_gene	GJA1
C1850493	disease_gene	COX1
C0038990	disease_gene	HMBS
C4020875	disease_gene	SLC1A4
C0423903	disease_gene	UQCRQ
C0162670	disease_gene	ISCU
C0007194	disease_gene	MAP2K1
C4280533	disease_gene	HDAC6
C0021843	disease_gene	SLC26A9
C1855751	disease_gene	GJA5
C0700208	disease_gene	MMP13
C1833136	disease_gene	SCARF2
C3549447	disease_gene	ATP1A2
C4083076	disease_gene	IDS
C0549399	disease_gene	CYP7A1
C0032460	disease_gene	TMEM151B
C0241210	disease_gene	NDN
C0521525	disease_gene	HBA2
C0025362	disease_gene	HDAC4
C0149931	disease_gene	TREX1
C0278124	disease_gene	KIF1A
C1855670	disease_gene	PITX2
C1306122	disease_gene	GRM6
C4021768	disease_gene	GNAI2
C1565489	disease_gene	CLIP2
C1840077	disease_gene	KIF1A
C4274080	disease_gene	ABCC8
C1142533	disease_gene	MID1
C4020899	disease_gene	CLN6
C0009952	disease_gene	DYRK1A
C0234146	disease_gene	FKTN
C0032914	disease_gene	ANXA5
C0018995	disease_gene	HP
C0266399	disease_gene	FGF8
C0038379	disease_gene	EP300
C0162119	disease_gene	BCL10
C0221354	disease_gene	YWHAE
C0008924	disease_gene	NIPBL
C0751559	disease_gene	SDHB
C0948740	disease_gene	SOX3
C1837760	disease_gene	PCLO
C0557874	disease_gene	DLD
C0007138	disease_gene	PABPC1
C1836482	disease_gene	CHEK2
C0085581	disease_gene	TSC2
C1855996	disease_gene	ADA2
C2931005	disease_gene	ALG1
C0751295	disease_gene	PAH
C0025362	disease_gene	FOS
C2677762	disease_gene	BUB1B
C0270948	disease_gene	MTM1
C3715165	disease_gene	MYH7
C1833488	disease_gene	SCARB2
C0033687	disease_gene	APOE
C0221356	disease_gene	COL11A1
C0018824	disease_gene	RIPK3
C1847584	disease_gene	LITAF
C0037769	disease_gene	GRIN2B
C0011581	disease_gene	TBP
C0024668	disease_gene	RPS14
C0032578	disease_gene	FZR1
C0011644	disease_gene	LBR
C4020855	disease_gene	JAK2
C0456070	disease_gene	HMOX1
C0018273	disease_gene	ATRX
C0085581	disease_gene	DKC1
C0003469	disease_gene	PAM
C1848570	disease_gene	KMT2D
C0026827	disease_gene	RAB3GAP1
C0023012	disease_gene	TBX1
C0031117	disease_gene	COX3
C0009917	disease_gene	POR
C0003119	disease_gene	RARB
C0347959	disease_gene	SURF1
C3714756	disease_gene	GTF2I
C4280806	disease_gene	SLC6A20
C0026827	disease_gene	TRNL1
C4020875	disease_gene	TPO
C1845878	disease_gene	COL5A1
C0349588	disease_gene	RAI1
C0423320	disease_gene	FBN1
C3554617	disease_gene	ERCC1
C0152013	disease_gene	ALDOA
C0010606	disease_gene	HRAS
C4025723	disease_gene	ALDH18A1
C0039070	disease_gene	CACNA1C
C1837658	disease_gene	PTEN
C1867103	disease_gene	COL2A1
C0476397	disease_gene	AHI1
C0018566	disease_gene	TFAP2B
C0021051	disease_gene	CORO1A
C0221352	disease_gene	GLI3
C0221357	disease_gene	HOXD13
C0036341	disease_gene	PDLIM5
C0265783	disease_gene	PAX2
C0022821	disease_gene	FGFRL1
C1862103	disease_gene	BMPR1B
C0005586	disease_gene	MPPE1
C0022360	disease_gene	OTX2
C1321884	disease_gene	POR
C0023893	disease_gene	SULT1E1
C0234133	disease_gene	ATXN10
C3551052	disease_gene	RHO
C0740279	disease_gene	NDUFS6
C4020855	disease_gene	PRPS1
C1843367	disease_gene	KCNK9
C0085649	disease_gene	KIF1A
C0002171	disease_gene	CXCL9
C0004352	disease_gene	PRL
C0268747	disease_gene	ARHGDIA
C0023893	disease_gene	IYD
C3665386	disease_gene	HLA-A
C0002886	disease_gene	RPL11
C1833752	disease_gene	ALPL
C0020615	disease_gene	PCK2
C0020538	disease_gene	CELA2A
C0376480	disease_gene	IDUA
C1844704	disease_gene	AGA
C0020557	disease_gene	PLTP
C0006157	disease_gene	COL1A1
C1876165	disease_gene	CASP3
C0025990	disease_gene	ATR
C1806780	disease_gene	PEX7
C0013264	disease_gene	CD4
C0342418	disease_gene	OFD1
C0014544	disease_gene	CBS
C0339789	disease_gene	POLA1
C0036341	disease_gene	ETNPPL
C4020779	disease_gene	FGFR2
C0521573	disease_gene	RNASEH2A
C4020899	disease_gene	RECQL4
C0243050	disease_gene	DSP
C0576093	disease_gene	SERPINH1
C1835229	disease_gene	KIF11
C1866210	disease_gene	GATA2
C1855019	disease_gene	PEX6
C0266011	disease_gene	TP63
C4021727	disease_gene	VAPB
C1850667	disease_gene	NDUFB3
C0558165	disease_gene	COL4A3BP
C0035579	disease_gene	BAAT
C0438237	disease_gene	TREX1
C0156394	disease_gene	KAT6B
C0022821	disease_gene	NSDHL
C4020875	disease_gene	CDK6
C1853237	disease_gene	AKT1
C1867955	disease_gene	APC
C0026691	disease_gene	FCGR2A
C0497156	disease_gene	CYBB
C1845112	disease_gene	ELN
C4280288	disease_gene	FERMT1
C0011581	disease_gene	MTHFR
C1861403	disease_gene	ERCC5
C0011175	disease_gene	ACAT1
C4280642	disease_gene	PAX3
C1848736	disease_gene	NEFL
C0006663	disease_gene	LMNA
C0001969	disease_gene	NR3C1
C0020502	disease_gene	VDR
C0154671	disease_gene	ADSL
C4277682	disease_gene	CHRM3
C0013595	disease_gene	WIPF1
C0025362	disease_gene	ADSL
C1855340	disease_gene	SHH
C1864897	disease_gene	NPAP1
C4024632	disease_gene	DHH
C3888104	disease_gene	FN1
C0014544	disease_gene	SMS
C2981150	disease_gene	KIAA0586
C0878787	disease_gene	NPHP1
C0272242	disease_gene	CFD
C0268556	disease_gene	AASS
C2677762	disease_gene	CTBP1
C0018133	disease_gene	CTLA4
C0000737	disease_gene	SDHB
C1850049	disease_gene	OFD1
C4280617	disease_gene	TRPS1
C1849314	disease_gene	FANCB
C0004364	disease_gene	ICOS
C0008925	disease_gene	FLNA
C0027066	disease_gene	GLRA1
C0023487	disease_gene	AKT1
C0427515	disease_gene	NCF2
C0015393	disease_gene	TSPYL1
C0265660	disease_gene	TBX15
C0398746	disease_gene	GSS
C1857640	disease_gene	TRNS1
C0151611	disease_gene	MECP2
C1384666	disease_gene	SH3PXD2B
C4280643	disease_gene	RUNX2
C0018995	disease_gene	CP
C0242698	disease_gene	ADCY5
C2931822	disease_gene	AKT2
C0030305	disease_gene	DBT
C1835581	disease_gene	RAP1B
C0744641	disease_gene	TNXB
C2678194	disease_gene	SLC9A6
C1458155	disease_gene	MIR221
C0013384	disease_gene	ADCY5
C0233514	disease_gene	GRIN2B
C0231791	disease_gene	MYH3
C0235063	disease_gene	SNRPN
C0023903	disease_gene	CHN2
C4020899	disease_gene	FERMT1
C1860069	disease_gene	PGK1
C0151699	disease_gene	LMNA
C4280532	disease_gene	MAP2K2
C3665347	disease_gene	PEX14
C0017566	disease_gene	CD96
C3714796	disease_gene	WASHC5
C1969073	disease_gene	GALT
C0010038	disease_gene	ABCA1
C0349588	disease_gene	NOP10
C0016059	disease_gene	ADRA2C
C0231528	disease_gene	UFD1L
C0392386	disease_gene	TNFSF11
C0242350	disease_gene	MEN1
C0021368	disease_gene	AGER
C1848490	disease_gene	MMP2
C1866862	disease_gene	CAV1
C4018860	disease_gene	CDKN2C
C0399372	disease_gene	C4orf26
C0004763	disease_gene	MCL1
C4020899	disease_gene	FGFR2
C4025078	disease_gene	ZMPSTE24
C0231807	disease_gene	SFTPC
C1861324	disease_gene	RAI1
C0017574	disease_gene	LYST
C0239676	disease_gene	SETBP1
C0273115	disease_gene	NGF
C1386048	disease_gene	TUBGCP4
C4280629	disease_gene	CENPE
C0019209	disease_gene	SKIV2L
C2239176	disease_gene	APEX1
C0266470	disease_gene	PIGT
C0027092	disease_gene	POMT2
C0086543	disease_gene	PEX7
C0002170	disease_gene	RBM28
C0878544	disease_gene	PTGS2
C0041696	disease_gene	SST
C1853487	disease_gene	CREBBP
C0020458	disease_gene	HNF1A
C1836189	disease_gene	FGD1
C0001623	disease_gene	POMC
C0456132	disease_gene	PAX8
C4280663	disease_gene	OFD1
C0026848	disease_gene	HMGCR
C0018802	disease_gene	RET
C0029411	disease_gene	SLCO2A1
C0015672	disease_gene	IGLL1
C1849367	disease_gene	CREBBP
C1849367	disease_gene	PDHA1
C0877359	disease_gene	HNF4A
C0154671	disease_gene	TECPR2
C1865014	disease_gene	GNE
C0013581	disease_gene	TAPBP
C3550546	disease_gene	TWIST1
C1720508	disease_gene	APC
C0003886	disease_gene	ITGB4
C0231246	disease_gene	HSD17B4
C0750857	disease_gene	SQSTM1
C0038002	disease_gene	TP53
C0022821	disease_gene	EZH2
C4020899	disease_gene	SPEG
C2981150	disease_gene	PIGN
C0013421	disease_gene	ND4L
C3279695	disease_gene	ABCC9
C4021761	disease_gene	SLC6A3
C0018799	disease_gene	GCG
C1510497	disease_gene	IFT172
C0347959	disease_gene	ND1
C1527344	disease_gene	CACNA1B
C1850072	disease_gene	PIGV
C1836189	disease_gene	CD96
C0542519	disease_gene	TFAP2A
C0030232	disease_gene	RPS10
C0011581	disease_gene	STMN1
C0600104	disease_gene	ELN
C4021250	disease_gene	BRAF
C1458155	disease_gene	SOD2
C0032580	disease_gene	F5
C0741494	disease_gene	CPT2
C4020873	disease_gene	ACY1
C1611706	disease_gene	COL6A2
C2674608	disease_gene	ORC1
C4280664	disease_gene	PEX14
C0376634	disease_gene	PAX3
C0554972	disease_gene	PTEN
C0347959	disease_gene	SLC25A4
C0268413	disease_gene	ALPL
C0019572	disease_gene	CREBBP
C1855019	disease_gene	HSD17B10
C0011882	disease_gene	CAT
C0599973	disease_gene	SMOC1
C3278307	disease_gene	COL4A5
C0700078	disease_gene	HSPB1
C0344315	disease_gene	S100A10
C0240635	disease_gene	NRAS
C0039075	disease_gene	ICK
C3714745	disease_gene	DCTN4
C2675485	disease_gene	ANIB9
C0017168	disease_gene	DDOST
C0023893	disease_gene	CLEC4A
C0027746	disease_gene	GHRL
C1835581	disease_gene	ALDH18A1
C0009024	disease_gene	TRNW
C2315100	disease_gene	HOXD13
C0221356	disease_gene	TWIST1
C0546964	disease_gene	PTEN
C0262444	disease_gene	CTCF
C0241355	disease_gene	PHF8
C3665347	disease_gene	RPE65
C0038356	disease_gene	PPIA
C3150715	disease_gene	TTC8
C0013274	disease_gene	HOXD13
C1848103	disease_gene	PTH1R
C4020887	disease_gene	DDB2
C4020875	disease_gene	NDUFS1
C0240635	disease_gene	ATRX
C0085583	disease_gene	ATP1A3
C0026837	disease_gene	RYR1
C4280648	disease_gene	PAX1
C0030293	disease_gene	CLCA4
C0035334	disease_gene	PDE6C
C0018801	disease_gene	SOD3
C0024421	disease_gene	PSMB8
C4020899	disease_gene	CHRNE
C0271215	disease_gene	OFD1
C0678230	disease_gene	CCDC88A
C1832174	disease_gene	CFI
C0010417	disease_gene	PEX11B
C0557874	disease_gene	DVL1
C1851310	disease_gene	WNT7A
C1857710	disease_gene	LMNA
C1845847	disease_gene	KCNJ8
C0349588	disease_gene	WDPCP
C1864156	disease_gene	CR2
C2267233	disease_gene	MED12
C0231712	disease_gene	BIN1
C0018681	disease_gene	CNNM2
C0026826	disease_gene	PSAP
C0025990	disease_gene	TCTN3
C0235986	disease_gene	INSR
C0032927	disease_gene	SIRPA
C0271388	disease_gene	GNAT2
C1835763	disease_gene	GPC3
C0004153	disease_gene	CYP27A1
C0009806	disease_gene	POMC
C0432363	disease_gene	TSC1
C1856872	disease_gene	TBL2
C3494422	disease_gene	EP300
C0152415	disease_gene	MMP1
C0022821	disease_gene	ACTB
C1184923	disease_gene	FUCA1
C0038990	disease_gene	CRLF1
C0029882	disease_gene	SNX10
C3715165	disease_gene	PRDM16
C4020840	disease_gene	ZIC3
C0001807	disease_gene	MANBA
C0015695	disease_gene	MTTP
C0011860	disease_gene	THADA
C2931322	disease_gene	RAG2
C0020505	disease_gene	NTRK2
C2315100	disease_gene	MYH3
C0032226	disease_gene	TIMP2
C0038379	disease_gene	STBMS1
C2112129	disease_gene	DHCR7
C4225369	disease_gene	CHRNE
C3554478	disease_gene	SNX10
C0014544	disease_gene	NDUFV2
C3550546	disease_gene	AGL
C4072879	disease_gene	BRAF
C0020224	disease_gene	RIT1
C0235896	disease_gene	BCL10
C0266361	disease_gene	HCCS
C0339789	disease_gene	CTSA
C0948643	disease_gene	ALDOB
C0600427	disease_gene	SLC18A2
C1849295	disease_gene	NPAP1
C0270834	disease_gene	CLN8
C0003123	disease_gene	IL2
C0427063	disease_gene	LMNA
C1843156	disease_gene	TRNF
C4023438	disease_gene	TYK2
C0239998	disease_gene	C1QB
C1847967	disease_gene	EIF2B4
C0005695	disease_gene	GSTM1
C4020871	disease_gene	DLD
C4083076	disease_gene	OPHN1
C1855009	disease_gene	PEX3
C1864711	disease_gene	BAG3
C0036341	disease_gene	NTRK1
C0019151	disease_gene	PRKDC
C0456070	disease_gene	CLCN7
C0004352	disease_gene	MIF
C2981150	disease_gene	STAT3
C0026769	disease_gene	MS4
C0008297	disease_gene	HOXD13
C1836133	disease_gene	MDCMP
C0037286	disease_gene	HCAR2
C0086543	disease_gene	CRYGD
C1848530	disease_gene	PRNP
C0038002	disease_gene	MAPT
C0856747	disease_gene	FBLN5
C2239176	disease_gene	COMT
C0525045	disease_gene	TNF
C1527336	disease_gene	PRDM1
C1835762	disease_gene	ANKRD11
C1846439	disease_gene	COL2A1
C0268534	disease_gene	OPLAH
C0020620	disease_gene	LIFR
C0220983	disease_gene	SLC26A3
C0025362	disease_gene	BSND
C0020538	disease_gene	MMP9
C0234162	disease_gene	GRM1
C1848924	disease_gene	DDX3X
C0474585	disease_gene	ACVRL1
C4020897	disease_gene	MKKS
C0423798	disease_gene	NBEAL2
C0015695	disease_gene	NR1I2
C3551430	disease_gene	LMNA
C0026998	disease_gene	FLT3
C0456909	disease_gene	NAA10
C0018979	disease_gene	TRNC
C0235996	disease_gene	TREX1
C0021296	disease_gene	GLI3
C1845112	disease_gene	TOR1A
C3714796	disease_gene	SNRPN
C0027613	disease_gene	VPS33B
C0033975	disease_gene	PCNT
C0011991	disease_gene	MEN1
C1848924	disease_gene	GAD1
C0543541	disease_gene	SLC6A20
C0524851	disease_gene	PON3
C0206682	disease_gene	NRAS
C0349588	disease_gene	ZBTB20
C0028754	disease_gene	CYP7A1
C0086565	disease_gene	PRKCD
C4020875	disease_gene	EMX2
C0423903	disease_gene	CCDC22
C0004153	disease_gene	BANF1
C0456909	disease_gene	NDUFAF4
C0392386	disease_gene	RAD51C
C0149931	disease_gene	TGFBR2
C0240116	disease_gene	ARL6IP1
C0038379	disease_gene	RASA2
C0018802	disease_gene	TRNQ
C0015934	disease_gene	TTC37
C0026552	disease_gene	OPRL1
C0031117	disease_gene	ERCC3
C0423903	disease_gene	GDI1
C0221260	disease_gene	LAMB3
C4014605	disease_gene	RNF31
C0151878	disease_gene	TRPM4
C0037932	disease_gene	MYH3
C1858085	disease_gene	LRP2
C0241210	disease_gene	TBX2
C1857130	disease_gene	COL9A1
C0497156	disease_gene	RAB27A
C4277682	disease_gene	FADS2
C1848395	disease_gene	HNF1A
C3203358	disease_gene	DCTN1
C0262404	disease_gene	DNAJC3
C0236811	disease_gene	PPARG
C0231678	disease_gene	MYH3
C3714757	disease_gene	FAS
C0236733	disease_gene	CD55
C4020859	disease_gene	SLC6A3
C1845341	disease_gene	NLGN3
C0268237	disease_gene	COX20
C1855062	disease_gene	ALDH18A1
C0558242	disease_gene	TGM1
C1836173	disease_gene	KCNMA1
C0432322	disease_gene	COL7A1
C0240735	disease_gene	EIF2B1
C0038454	disease_gene	ITGB3
C1136249	disease_gene	FGD1
C0575158	disease_gene	CBS
C0026827	disease_gene	TCF4
C0030305	disease_gene	TRNS2
C2830004	disease_gene	HLA-DQB1
C4280623	disease_gene	TERT
C1850667	disease_gene	PPARG
C0026837	disease_gene	TH
C0007758	disease_gene	ERCC6
C0042384	disease_gene	ERAP1
C0152421	disease_gene	TRPS1
C0034012	disease_gene	RAB3GAP1
C0542519	disease_gene	FGFR3
C4021546	disease_gene	ND2
C4020899	disease_gene	POMT2
C1849034	disease_gene	FLNB
C1843367	disease_gene	KCNAB2
C0158731	disease_gene	ATP7A
C0264080	disease_gene	LRP5
C4020887	disease_gene	ERCC6
C4020876	disease_gene	CAV1
C0566694	disease_gene	MUSK
C0151811	disease_gene	ECM1
C1858574	disease_gene	DUSP6
C0266039	disease_gene	FLII
C1850625	disease_gene	STAC3
C2677590	disease_gene	RFT1
C0023418	disease_gene	ATM
C0423318	disease_gene	EDN3
C0038358	disease_gene	EGF
C3806482	disease_gene	SPAG1
C2316810	disease_gene	CEP164
C0027659	disease_gene	MIR34B
C0018939	disease_gene	MTHFR
C0438237	disease_gene	SLC37A4
C1848736	disease_gene	ATXN3
C4025823	disease_gene	DGCR2
C0149925	disease_gene	RUNX1T1
C0241240	disease_gene	SMS
C0557874	disease_gene	PIK3CA
C0423903	disease_gene	GLB1
C0856761	disease_gene	JAK2
C0151889	disease_gene	KIF1C
C1857287	disease_gene	COX2
C0015672	disease_gene	TRNF
C4021772	disease_gene	ROR2
C0338656	disease_gene	SDCCAG8
C0027962	disease_gene	FGFR2
C1843367	disease_gene	RGR
C0020538	disease_gene	CMA1
C1842083	disease_gene	JAG1
C0011849	disease_gene	PLIN1
C1864897	disease_gene	KCNH1
C3809221	disease_gene	GMPPB
C1855996	disease_gene	ERCC3
C0027051	disease_gene	BCL2
C1860711	disease_gene	ITGB6
C0027726	disease_gene	ARHGDIA
C0026838	disease_gene	ANK3
C0015672	disease_gene	HBA1
C0431890	disease_gene	NSD2
C0026826	disease_gene	SLC6A5
C3714756	disease_gene	CTSA
C0266292	disease_gene	POR
C4020868	disease_gene	SDHB
C0700078	disease_gene	NDUFB3
C0018772	disease_gene	SGSH
C1510497	disease_gene	PEX10
C0007758	disease_gene	SMARCB1
C0020578	disease_gene	FBP1
C1847605	disease_gene	SLI2
C0175754	disease_gene	KCNAB2
C0015672	disease_gene	PDE8B
C0026850	disease_gene	PLEC
C1269683	disease_gene	ERBB3
C0040028	disease_gene	MPL
C0557874	disease_gene	SLC25A12
C0423903	disease_gene	GRIN2B
C0522055	disease_gene	CREBBP
C1839630	disease_gene	DPM2
C4280645	disease_gene	CAV1
C4280499	disease_gene	OBSL1
C4020899	disease_gene	ADSL
C4020875	disease_gene	PRKAR1A
C1860796	disease_gene	GATA1
C0021051	disease_gene	SP110
C0019569	disease_gene	PHOX2B
C0004943	disease_gene	FAS
C1861869	disease_gene	PEX3
C4024753	disease_gene	LRAT
C0683322	disease_gene	MTO1
C0040128	disease_gene	RAI1
C4023701	disease_gene	ELN
C0018671	disease_gene	TYMS
C0017567	disease_gene	KCNJ6
C0019569	disease_gene	KIF1BP
C0234958	disease_gene	PRKAR1A
C0034012	disease_gene	GLA
C1691215	disease_gene	HOXD13
C0019284	disease_gene	SFTPC
C0039231	disease_gene	INS
C0398788	disease_gene	DNMT3B
C0235991	disease_gene	PAM16
C2315100	disease_gene	ASL
C1855710	disease_gene	NHP2
C2229182	disease_gene	PCNT
C0023380	disease_gene	NDUFAF3
C0037932	disease_gene	PIK3CA
C0239234	disease_gene	RPL35A
C0017639	disease_gene	NDUFS8
C4020747	disease_gene	RFX5
C1845847	disease_gene	AP4B1
C1848673	disease_gene	SMC3
C4280664	disease_gene	PEX3
C4025698	disease_gene	WT1
C0039075	disease_gene	ANKRD11
C0022548	disease_gene	FGG
C0376628	disease_gene	BRCA2
C1854114	disease_gene	ABCC8
C0332573	disease_gene	PIK3CA
C1263846	disease_gene	PIK3CA
C0266544	disease_gene	BCOR
C0007222	disease_gene	TNNT2
C0700078	disease_gene	MPZ
C2677762	disease_gene	BAZ1B
C0001815	disease_gene	JAK2
C4280664	disease_gene	KCNJ1
C0029422	disease_gene	IHH
C0027092	disease_gene	PCYT1A
C0376634	disease_gene	BMPR1A
C4072824	disease_gene	NFKB2
C4021640	disease_gene	FLNA
C2700617	disease_gene	AVPR2
C1850667	disease_gene	TSFM
C0007137	disease_gene	MS4A1
C1860238	disease_gene	KRT74
C1866234	disease_gene	TGM1
C4014997	disease_gene	TRMT10A
C4021727	disease_gene	ATP7A
C0237849	disease_gene	CDSN
C0028077	disease_gene	TRPM1
C0024809	disease_gene	CALM2
C0678230	disease_gene	ALDH6A1
C0344482	disease_gene	RMND1
C1861866	disease_gene	PEX1
C0030567	disease_gene	INSR
C4022448	disease_gene	PROP1
C0151639	disease_gene	VAMP7
C0042963	disease_gene	DBT
C0020538	disease_gene	STK11
C4020876	disease_gene	GABRD
C0007758	disease_gene	UQCRQ
